Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
2832,NSW,Hybrid/PHEV, 6 , 11 , 15 
2833,NSW,ICE, 386 , 369 , 395 
2833,NSW,BEV, -   , -   , -   
2833,NSW,HFCEV, -   , -   , -   
2833,NSW,Hybrid/PHEV, 3 , 3 , 5 
2834,NSW,ICE," 1,884 "," 1,846 "," 1,825 "
2834,NSW,BEV, -   , -   , -   
2834,NSW,HFCEV, -   , -   , -   
2834,NSW,Hybrid/PHEV, 5 , 7 , 8 
2835,NSW,ICE," 3,018 "," 3,057 "," 3,055 "
2835,NSW,BEV, -   , -   , -   
2835,NSW,HFCEV, -   , -   , -   
2835,NSW,Hybrid/PHEV, 6 , 6 , 14 
2836,NSW,ICE, 461 , 465 , 473 
2836,NSW,BEV, -   , -   , -   
2836,NSW,HFCEV, -   , -   , -   
2836,NSW,Hybrid/PHEV, -   , 3 , -   
2838,NSW,ICE, 81 , 85 , 102 
2838,NSW,BEV, -   , -   , -   
2838,NSW,HFCEV, -   , -   , -   
2838,NSW,Hybrid/PHEV, 3 , 3 , 3 
2839,NSW,ICE, 771 , 747 , 717 
2839,NSW,BEV, -   , -   , -   
2839,NSW,HFCEV, -   , -   , -   
2839,NSW,Hybrid/PHEV, -   , 3 , 8 
2840,NSW,ICE," 1,862 "," 1,839 "," 1,857 "
2840,NSW,BEV, -   , -   , -   
2840,NSW,HFCEV, -   , -   , -   
2840,NSW,Hybrid/PHEV, 11 , 16 , 25 
2842,NSW,ICE, 578 , 688 , 791 
2842,NSW,BEV, -   , -   , -   
2842,NSW,HFCEV, -   , -   , -   
2842,NSW,Hybrid/PHEV, -   , 5 , 12 
2843,NSW,ICE," 1,076 "," 1,146 "," 1,109 "
2843,NSW,BEV, -   , -   , -   
2843,NSW,HFCEV, -   , -   , -   
2843,NSW,Hybrid/PHEV, -   , 5 , 12 
2844,NSW,ICE," 1,193 "," 1,190 "," 1,184 "
2844,NSW,BEV, -   , -   , -   
2844,NSW,HFCEV, -   , -   , -   
2844,NSW,Hybrid/PHEV, 3 , 6 , 10 
2845,NSW,ICE," 1,637 "," 1,675 "," 1,730 "
2845,NSW,BEV, -   , 3 , -   
2845,NSW,HFCEV, -   , -   , -   
2845,NSW,Hybrid/PHEV, 6 , 12 , 19 
2846,NSW,ICE, 345 , 345 , 334 
2846,NSW,BEV, -   , -   , 3 
2846,NSW,HFCEV, -   , -   , -   
2846,NSW,Hybrid/PHEV, -   , 3 , 3 
2847,NSW,ICE," 2,096 "," 2,158 "," 2,167 "
2847,NSW,BEV, -   , -   , -   
2847,NSW,HFCEV, -   , -   , -   
2847,NSW,Hybrid/PHEV, 8 , 11 , 10 
2848,NSW,ICE," 1,350 "," 1,357 "," 1,386 "
2848,NSW,BEV, 3 , 3 , 3 
2848,NSW,HFCEV, -   , -   , -   
2848,NSW,Hybrid/PHEV, 3 , 4 , 8 
2849,NSW,ICE," 1,653 "," 1,671 "," 1,701 "
2849,NSW,BEV, -   , -   , -   
2849,NSW,HFCEV, -   , -   , -   
2849,NSW,Hybrid/PHEV, 5 , 11 , 13 
2850,NSW,ICE," 16,327 "," 16,771 "," 17,076 "
2850,NSW,BEV, 4 , 7 , 12 
2850,NSW,HFCEV, -   , -   , -   
2850,NSW,Hybrid/PHEV, 79 , 127 , 191 
2852,NSW,ICE," 3,242 "," 3,225 "," 3,289 "
2852,NSW,BEV, -   , 3 , -   
2852,NSW,HFCEV, -   , -   , -   
2852,NSW,Hybrid/PHEV, 8 , 18 , 18 
2864,NSW,ICE, 792 , 774 , 808 
2864,NSW,BEV, -   , -   , -   
2864,NSW,HFCEV, -   , -   , -   
2864,NSW,Hybrid/PHEV, -   , -   , 6 
2865,NSW,ICE, 819 , 813 , 840 
2865,NSW,BEV, -   , -   , -   
2865,NSW,HFCEV, -   , -   , -   
2865,NSW,Hybrid/PHEV, 4 , 5 , 14 
2866,NSW,ICE," 2,600 "," 2,602 "," 2,612 "
2866,NSW,BEV, -   , -   , -   
2866,NSW,HFCEV, -   , -   , -   
2866,NSW,Hybrid/PHEV, 12 , 26 , 41 
2867,NSW,ICE, 492 , 492 , 521 
2867,NSW,BEV, -   , -   , 3 
2867,NSW,HFCEV, -   , -   , -   
2867,NSW,Hybrid/PHEV, -   , 3 , 4 
2868,NSW,ICE, 588 , 608 , 603 
2868,NSW,BEV, -   , -   , 3 
2868,NSW,HFCEV, -   , -   , -   
2868,NSW,Hybrid/PHEV, -   , -   , 3 
2869,NSW,ICE," 1,293 "," 1,279 "," 1,295 "
2869,NSW,BEV, -   , -   , -   
2869,NSW,HFCEV, -   , -   , -   
2869,NSW,Hybrid/PHEV, 3 , 4 , 7 
2870,NSW,ICE," 9,594 "," 9,659 "," 9,612 "
2870,NSW,BEV, -   , -   , 3 
2870,NSW,HFCEV, -   , -   , -   
2870,NSW,Hybrid/PHEV, 63 , 103 , 139 
2871,NSW,ICE," 7,649 "," 7,709 "," 7,810 "
2871,NSW,BEV, -   , -   , 3 
2871,NSW,HFCEV, -   , -   , -   
2871,NSW,Hybrid/PHEV, 47 , 67 , 89 
2873,NSW,ICE, 643 , 652 , 649 
2873,NSW,BEV, -   , -   , -   
2873,NSW,HFCEV, -   , -   , -   
2873,NSW,Hybrid/PHEV, 3 , 3 , 4 
2874,NSW,ICE, 406 , 393 , 354 
2874,NSW,BEV, -   , -   , -   
2874,NSW,HFCEV, -   , -   , -   
2874,NSW,Hybrid/PHEV, 3 , 3 , 4 
2875,NSW,ICE, 780 , 750 , 748 
2875,NSW,BEV, -   , -   , 3 
2875,NSW,HFCEV, -   , -   , -   
2875,NSW,Hybrid/PHEV, 8 , 8 , 9 
2876,NSW,ICE, 460 , 451 , 439 
2876,NSW,BEV, -   , -   , -   
2876,NSW,HFCEV, -   , -   , -   
2876,NSW,Hybrid/PHEV, 3 , -   , -   
2877,NSW,ICE," 3,012 "," 3,043 "," 2,997 "
2877,NSW,BEV, -   , -   , -   
2877,NSW,HFCEV, -   , -   , -   
2877,NSW,Hybrid/PHEV, 14 , 21 , 34 
2878,NSW,ICE, 275 , 266 , 285 
2878,NSW,BEV, -   , -   , -   
2878,NSW,HFCEV, -   , -   , -   
2878,NSW,Hybrid/PHEV, -   , -   , -   
2879,NSW,ICE, 453 , 434 , 433 
2879,NSW,BEV, -   , -   , -   
2879,NSW,HFCEV, -   , -   , -   
2879,NSW,Hybrid/PHEV, -   , 3 , -   
2880,NSW,ICE," 13,139 "," 13,025 "," 12,950 "
2880,NSW,BEV, 3 , 4 , 5 
2880,NSW,HFCEV, -   , -   , -   
2880,NSW,Hybrid/PHEV, 37 , 49 , 72 
2900,ACT,ICE," 2,427 "," 2,739 "," 3,078 "
2900,ACT,BEV, 5 , 10 , 22 
2900,ACT,HFCEV, -   , -   , -   
2900,ACT,Hybrid/PHEV, 73 , 97 , 119 
2902,ACT,ICE," 11,168 "," 11,061 "," 11,074 "
2902,ACT,BEV, 25 , 42 , 82 
2902,ACT,HFCEV, -   , -   , -   
2902,ACT,Hybrid/PHEV, 135 , 179 , 217 
2903,ACT,ICE," 6,749 "," 6,649 "," 6,586 "
2903,ACT,BEV, 10 , 16 , 34 
2903,ACT,HFCEV, -   , -   , -   
2903,ACT,Hybrid/PHEV, 94 , 131 , 146 
2904,ACT,ICE," 9,611 "," 9,433 "," 9,423 "
2904,ACT,BEV, 12 , 30 , 52 
2904,ACT,HFCEV, -   , -   , -   
2904,ACT,Hybrid/PHEV, 143 , 183 , 233 
2905,ACT,ICE," 21,088 "," 20,703 "," 20,624 "
2905,ACT,BEV, 13 , 31 , 71 
2905,ACT,HFCEV, -   , -   , -   
2905,ACT,Hybrid/PHEV, 225 , 302 , 397 
2906,ACT,ICE," 13,015 "," 12,904 "," 12,803 "
2906,ACT,BEV, 13 , 29 , 64 
2906,ACT,HFCEV, -   , -   , -   
2906,ACT,Hybrid/PHEV, 145 , 196 , 267 
2911,ACT,ICE," 4,307 "," 4,276 "," 4,267 "
2911,ACT,BEV, 7 , 20 , 57 
2911,ACT,HFCEV, -   , -   , -   
2911,ACT,Hybrid/PHEV, 90 , 91 , 124 
2912,ACT,ICE," 4,500 "," 4,872 "," 4,903 "
2912,ACT,BEV, 5 , 20 , 42 
2912,ACT,HFCEV, -   , -   , -   
2912,ACT,Hybrid/PHEV, 111 , 151 , 165 
2913,ACT,ICE," 24,878 "," 25,135 "," 26,012 "
2913,ACT,BEV, 45 , 95 , 218 
2913,ACT,HFCEV, -   , -   , -   
2913,ACT,Hybrid/PHEV, 439 , 562 , 724 
2914,ACT,ICE," 19,403 "," 19,632 "," 19,900 "
2914,ACT,BEV, 40 , 102 , 211 
2914,ACT,HFCEV, -   , -   , -   
2914,ACT,Hybrid/PHEV, 444 , 563 , 702 
3000,VIC,ICE," 20,270 "," 21,121 "," 20,199 "
3000,VIC,BEV, 80 , 137 , 251 
3000,VIC,HFCEV, -   , -   , -   
3000,VIC,Hybrid/PHEV, 872 ," 1,259 "," 1,612 "
3002,VIC,ICE," 4,352 "," 4,443 "," 4,174 "
3002,VIC,BEV, 26 , 33 , 58 
3002,VIC,HFCEV, -   , -   , -   
3002,VIC,Hybrid/PHEV, 185 , 264 , 294 
3003,VIC,ICE," 3,465 "," 3,842 "," 3,821 "
3003,VIC,BEV, 7 , 18 , 36 
3003,VIC,HFCEV, -   , -   , -   
3003,VIC,Hybrid/PHEV, 74 , 108 , 156 
3004,VIC,ICE," 10,779 "," 11,451 "," 11,983 "
3004,VIC,BEV, 57 , 58 , 115 
3004,VIC,HFCEV, -   , -   , -   
3004,VIC,Hybrid/PHEV, 218 , 655 ," 1,026 "
3006,VIC,ICE," 11,136 "," 11,877 "," 12,156 "
3006,VIC,BEV, 30 , 67 , 87 
3006,VIC,HFCEV, -   , -   , -   
3006,VIC,Hybrid/PHEV, 188 , 298 , 486 
3008,VIC,ICE," 6,981 "," 7,784 "," 8,114 "
3008,VIC,BEV, 27 , 57 , 115 
3008,VIC,HFCEV, -   , -   , -   
3008,VIC,Hybrid/PHEV, 208 , 260 , 324 
3011,VIC,ICE," 12,958 "," 13,223 "," 13,552 "
3011,VIC,BEV, 13 , 30 , 66 
3011,VIC,HFCEV, -   , -   , -   
3011,VIC,Hybrid/PHEV, 253 , 415 , 543 
3012,VIC,ICE," 19,081 "," 18,532 "," 19,131 "
3012,VIC,BEV, 14 , 26 , 78 
3012,VIC,HFCEV, -   , -   , -   
3012,VIC,Hybrid/PHEV, 248 , 312 , 385 
3013,VIC,ICE," 9,361 "," 9,293 "," 9,241 "
3013,VIC,BEV, 12 , 29 , 52 
3013,VIC,HFCEV, -   , -   , -   
3013,VIC,Hybrid/PHEV, 93 , 116 , 151 
3015,VIC,ICE," 11,618 "," 11,580 "," 11,605 "
3015,VIC,BEV, 9 , 15 , 54 
3015,VIC,HFCEV, -   , -   , -   
3015,VIC,Hybrid/PHEV, 108 , 128 , 145 
3016,VIC,ICE," 11,558 "," 11,465 "," 11,660 "
3016,VIC,BEV, 19 , 39 , 91 
3016,VIC,HFCEV, -   , -   , -   
3016,VIC,Hybrid/PHEV, 112 , 137 , 169 
3018,VIC,ICE," 9,880 "," 9,809 "," 9,861 "
3018,VIC,BEV, 22 , 31 , 56 
3018,VIC,HFCEV, -   , -   , -   
3018,VIC,Hybrid/PHEV, 62 , 73 , 97 
3019,VIC,ICE," 6,105 "," 6,109 "," 6,092 "
3019,VIC,BEV, 3 , 4 , 16 
3019,VIC,HFCEV, -   , -   , -   
3019,VIC,Hybrid/PHEV, 92 , 120 , 156 
3020,VIC,ICE," 31,286 "," 30,930 "," 31,069 "
3020,VIC,BEV, 9 , 28 , 61 
3020,VIC,HFCEV, -   , -   , -   
3020,VIC,Hybrid/PHEV, 474 , 576 , 717 
3021,VIC,ICE," 34,349 "," 33,814 "," 33,387 "
3021,VIC,BEV, 6 , 11 , 41 
3021,VIC,HFCEV, -   , -   , -   
3021,VIC,Hybrid/PHEV, 472 , 538 , 630 
3022,VIC,ICE," 2,810 "," 2,653 "," 2,551 "
3022,VIC,BEV, -   , -   , 3 
3022,VIC,HFCEV, -   , -   , -   
3022,VIC,Hybrid/PHEV, 36 , 35 , 33 
3023,VIC,ICE," 43,397 "," 43,530 "," 43,949 "
3023,VIC,BEV, 23 , 54 , 151 
3023,VIC,HFCEV, -   , -   , -   
3023,VIC,Hybrid/PHEV, 607 , 788 , 928 
3024,VIC,ICE," 18,028 "," 19,133 "," 20,903 "
3024,VIC,BEV, 7 , 24 , 78 
3024,VIC,HFCEV, -   , -   , -   
3024,VIC,Hybrid/PHEV, 223 , 299 , 389 
3025,VIC,ICE," 9,126 "," 9,191 "," 10,557 "
3025,VIC,BEV, 5 , 9 , 57 
3025,VIC,HFCEV, -   , -   , -   
3025,VIC,Hybrid/PHEV, 61 , 88 , 655 
3026,VIC,ICE," 6,353 "," 7,025 "," 7,746 "
3026,VIC,BEV, 6 , 12 , 28 
3026,VIC,HFCEV, -   , -   , -   
3026,VIC,Hybrid/PHEV, 147 , 199 , 302 
3027,VIC,ICE," 5,267 "," 5,224 "," 5,429 "
3027,VIC,BEV, 8 , 22 , 69 
3027,VIC,HFCEV, -   , -   , -   
3027,VIC,Hybrid/PHEV, 110 , 149 , 182 
3028,VIC,ICE," 19,308 "," 18,813 "," 18,962 "
3028,VIC,BEV, 3 , 9 , 34 
3028,VIC,HFCEV, -   , -   , -   
3028,VIC,Hybrid/PHEV, 160 , 199 , 261 
3029,VIC,ICE," 76,878 "," 80,997 "," 86,622 "
3029,VIC,BEV, 37 , 124 , 344 
3029,VIC,HFCEV, -   , -   , -   
3029,VIC,Hybrid/PHEV," 1,349 "," 1,803 "," 2,478 "
3030,VIC,ICE," 77,496 "," 77,870 "," 79,135 "
3030,VIC,BEV, 65 , 163 , 427 
3030,VIC,HFCEV, -   , -   , -   
3030,VIC,Hybrid/PHEV, 980 ," 1,180 "," 1,460 "
3031,VIC,ICE," 9,723 "," 9,537 "," 9,483 "
3031,VIC,BEV, 4 , 23 , 51 
3031,VIC,HFCEV, -   , -   , -   
3031,VIC,Hybrid/PHEV, 202 , 230 , 277 
3032,VIC,ICE," 17,442 "," 17,437 "," 17,676 "
3032,VIC,BEV, 29 , 49 , 122 
3032,VIC,HFCEV, -   , -   , -   
3032,VIC,Hybrid/PHEV, 250 , 328 , 365 
3033,VIC,ICE," 11,129 "," 11,241 "," 11,397 "
3033,VIC,BEV, 7 , 19 , 40 
3033,VIC,HFCEV, -   , -   , -   
3033,VIC,Hybrid/PHEV, 87 , 103 , 143 
3034,VIC,ICE," 8,034 "," 8,019 "," 8,033 "
3034,VIC,BEV, -   , 7 , 16 
3034,VIC,HFCEV, -   , -   , -   
3034,VIC,Hybrid/PHEV, 63 , 91 , 107 
3036,VIC,ICE," 4,771 "," 4,685 "," 4,673 "
3036,VIC,BEV, 3 , 4 , 11 
3036,VIC,HFCEV, -   , -   , -   
3036,VIC,Hybrid/PHEV, 41 , 57 , 75 
3037,VIC,ICE," 34,737 "," 34,464 "," 34,538 "
3037,VIC,BEV, 11 , 31 , 82 
3037,VIC,HFCEV, -   , -   , -   
3037,VIC,Hybrid/PHEV, 319 , 389 , 519 
3038,VIC,ICE," 20,330 "," 20,034 "," 19,852 "
3038,VIC,BEV, 17 , 24 , 40 
3038,VIC,HFCEV, -   , -   , -   
3038,VIC,Hybrid/PHEV, 178 , 244 , 264 
3039,VIC,ICE," 9,634 "," 9,643 "," 9,808 "
3039,VIC,BEV, 14 , 32 , 64 
3039,VIC,HFCEV, -   , -   , -   
3039,VIC,Hybrid/PHEV, 113 , 134 , 173 
3040,VIC,ICE," 17,506 "," 17,378 "," 17,638 "
3040,VIC,BEV, 30 , 50 , 104 
3040,VIC,HFCEV, -   , -   , -   
3040,VIC,Hybrid/PHEV, 186 , 223 , 261 
3041,VIC,ICE," 10,780 "," 10,888 "," 11,178 "
3041,VIC,BEV, 15 , 44 , 80 
3041,VIC,HFCEV, -   , -   , -   
3041,VIC,Hybrid/PHEV, 131 , 217 , 307 
3042,VIC,ICE," 13,601 "," 14,437 "," 14,498 "
3042,VIC,BEV, 6 , 18 , 34 
3042,VIC,HFCEV, -   , -   , -   
3042,VIC,Hybrid/PHEV, 122 , 191 , 408 
3043,VIC,ICE," 25,930 "," 27,069 "," 27,830 "
3043,VIC,BEV, 14 , 80 , 141 
3043,VIC,HFCEV, -   , -   , -   
3043,VIC,Hybrid/PHEV, 413 , 603 , 998 
3044,VIC,ICE," 17,637 "," 17,453 "," 17,580 "
3044,VIC,BEV, 8 , 20 , 39 
3044,VIC,HFCEV, -   , -   , -   
3044,VIC,Hybrid/PHEV, 250 , 272 , 306 
3045,VIC,ICE, 796 ," 1,278 "," 2,542 "
3045,VIC,BEV, -   , -   , 12 
3045,VIC,HFCEV, -   , -   , -   
3045,VIC,Hybrid/PHEV, 36 , 62 , 99 
3046,VIC,ICE," 22,393 "," 22,086 "," 22,344 "
3046,VIC,BEV, 10 , 26 , 59 
3046,VIC,HFCEV, -   , -   , -   
3046,VIC,Hybrid/PHEV, 310 , 336 , 419 
3047,VIC,ICE," 12,901 "," 12,941 "," 12,996 "
3047,VIC,BEV, -   , -   , 11 
3047,VIC,HFCEV, -   , -   , -   
3047,VIC,Hybrid/PHEV, 246 , 261 , 323 
3048,VIC,ICE," 11,700 "," 11,449 "," 11,587 "
3048,VIC,BEV, -   , 5 , 9 
3048,VIC,HFCEV, -   , -   , -   
3048,VIC,Hybrid/PHEV, 148 , 173 , 249 
3049,VIC,ICE," 7,195 "," 7,114 "," 7,267 "
3049,VIC,BEV, -   , 6 , 17 
3049,VIC,HFCEV, -   , -   , -   
3049,VIC,Hybrid/PHEV, 38 , 61 , 84 
3051,VIC,ICE," 8,334 "," 7,682 "," 7,588 "
3051,VIC,BEV, 13 , 27 , 54 
3051,VIC,HFCEV, -   , -   , -   
3051,VIC,Hybrid/PHEV, 249 , 269 , 320 
3052,VIC,ICE," 2,658 "," 2,698 "," 2,777 "
3052,VIC,BEV, 3 , 4 , 16 
3052,VIC,HFCEV, -   , -   , -   
3052,VIC,Hybrid/PHEV, 90 , 128 , 160 
3053,VIC,ICE," 5,214 "," 5,421 "," 5,411 "
3053,VIC,BEV, 6 , 11 , 22 
3053,VIC,HFCEV, -   , -   , -   
3053,VIC,Hybrid/PHEV, 254 , 297 , 224 
3054,VIC,ICE," 4,048 "," 4,027 "," 4,031 "
3054,VIC,BEV, 14 , 19 , 35 
3054,VIC,HFCEV, -   , -   , -   
3054,VIC,Hybrid/PHEV, 63 , 75 , 79 
3055,VIC,ICE," 7,743 "," 7,773 "," 7,823 "
3055,VIC,BEV, 6 , 17 , 31 
3055,VIC,HFCEV, -   , -   , -   
3055,VIC,Hybrid/PHEV, 92 , 117 , 144 
3056,VIC,ICE," 16,521 "," 16,796 "," 16,608 "
3056,VIC,BEV, 23 , 44 , 104 
3056,VIC,HFCEV, -   , -   , -   
3056,VIC,Hybrid/PHEV, 261 , 284 , 307 
3057,VIC,ICE," 6,594 "," 6,729 "," 6,787 "
3057,VIC,BEV, 13 , 20 , 37 
3057,VIC,HFCEV, -   , -   , -   
3057,VIC,Hybrid/PHEV, 89 , 103 , 130 
3058,VIC,ICE," 22,176 "," 22,113 "," 22,439 "
3058,VIC,BEV, 40 , 71 , 117 
3058,VIC,HFCEV, -   , -   , -   
3058,VIC,Hybrid/PHEV, 482 , 535 , 681 
3059,VIC,ICE," 14,292 "," 15,088 "," 15,740 "
3059,VIC,BEV, 7 , 18 , 51 
3059,VIC,HFCEV, -   , -   , -   
3059,VIC,Hybrid/PHEV, 119 , 194 , 217 
3060,VIC,ICE," 8,897 "," 8,913 "," 9,027 "
3060,VIC,BEV, 3 , 8 , 20 
3060,VIC,HFCEV, -   , -   , -   
3060,VIC,Hybrid/PHEV, 224 , 273 , 330 
3061,VIC,ICE," 10,379 "," 9,629 "," 9,975 "
3061,VIC,BEV, 7 , 11 , 15 
3061,VIC,HFCEV, -   , -   , -   
3061,VIC,Hybrid/PHEV, 239 , 258 , 427 
3062,VIC,ICE," 1,323 "," 1,414 "," 1,375 "
3062,VIC,BEV, -   , -   , 5 
3062,VIC,HFCEV, -   , -   , -   
3062,VIC,Hybrid/PHEV, 12 , 44 , 45 
3063,VIC,ICE, 595 , 587 , 592 
3063,VIC,BEV, -   , -   , -   
3063,VIC,HFCEV, -   , -   , -   
3063,VIC,Hybrid/PHEV, 4 , 7 , 8 
3064,VIC,ICE," 63,815 "," 68,464 "," 73,567 "
3064,VIC,BEV, 25 , 61 , 179 
3064,VIC,HFCEV, -   , -   , -   
3064,VIC,Hybrid/PHEV, 948 ," 1,354 "," 1,905 "
3065,VIC,ICE," 5,196 "," 5,182 "," 5,095 "
3065,VIC,BEV, 19 , 37 , 52 
3065,VIC,HFCEV, -   , -   , -   
3065,VIC,Hybrid/PHEV, 106 , 124 , 169 
3066,VIC,ICE," 5,342 "," 5,281 "," 5,257 "
3066,VIC,BEV, 14 , 25 , 35 
3066,VIC,HFCEV, -   , -   , -   
3066,VIC,Hybrid/PHEV, 102 , 125 , 136 
3067,VIC,ICE," 4,874 "," 4,973 "," 5,001 "
3067,VIC,BEV, 10 , 21 , 36 
3067,VIC,HFCEV, -   , -   , -   
3067,VIC,Hybrid/PHEV, 75 , 97 , 127 
3068,VIC,ICE," 9,894 "," 9,704 "," 9,792 "
3068,VIC,BEV, 19 , 35 , 89 
3068,VIC,HFCEV, -   , -   , -   
3068,VIC,Hybrid/PHEV, 158 , 195 , 268 
3070,VIC,ICE," 13,636 "," 13,643 "," 13,522 "
3070,VIC,BEV, 26 , 50 , 97 
3070,VIC,HFCEV, -   , -   , -   
3070,VIC,Hybrid/PHEV, 273 , 393 , 543 
3071,VIC,ICE," 10,970 "," 10,856 "," 11,000 "
3071,VIC,BEV, 10 , 21 , 44 
3071,VIC,HFCEV, -   , -   , -   
3071,VIC,Hybrid/PHEV, 118 , 182 , 222 
3072,VIC,ICE," 23,933 "," 23,902 "," 23,978 "
3072,VIC,BEV, 13 , 26 , 75 
3072,VIC,HFCEV, -   , -   , -   
3072,VIC,Hybrid/PHEV, 267 , 401 , 542 
3073,VIC,ICE," 31,607 "," 30,983 "," 31,322 "
3073,VIC,BEV, 11 , 35 , 56 
3073,VIC,HFCEV, -   , -   , -   
3073,VIC,Hybrid/PHEV, 350 , 443 , 511 
3074,VIC,ICE," 17,570 "," 17,289 "," 17,600 "
3074,VIC,BEV, 5 , 11 , 18 
3074,VIC,HFCEV, -   , -   , -   
3074,VIC,Hybrid/PHEV, 202 , 238 , 267 
3075,VIC,ICE," 14,823 "," 14,591 "," 14,635 "
3075,VIC,BEV, 4 , 11 , 24 
3075,VIC,HFCEV, -   , -   , -   
3075,VIC,Hybrid/PHEV, 132 , 167 , 218 
3076,VIC,ICE," 23,243 "," 23,419 "," 24,143 "
3076,VIC,BEV, 9 , 22 , 43 
3076,VIC,HFCEV, -   , -   , -   
3076,VIC,Hybrid/PHEV, 236 , 288 , 369 
3078,VIC,ICE," 8,262 "," 8,275 "," 8,521 "
3078,VIC,BEV, 16 , 32 , 81 
3078,VIC,HFCEV, -   , -   , -   
3078,VIC,Hybrid/PHEV, 107 , 145 , 215 
3079,VIC,ICE," 11,247 "," 11,131 "," 11,384 "
3079,VIC,BEV, 24 , 59 , 96 
3079,VIC,HFCEV, -   , -   , -   
3079,VIC,Hybrid/PHEV, 150 , 183 , 223 
3081,VIC,ICE," 9,812 "," 9,607 "," 9,855 "
3081,VIC,BEV, 12 , 20 , 51 
3081,VIC,HFCEV, -   , -   , -   
3081,VIC,Hybrid/PHEV, 145 , 189 , 245 
3082,VIC,ICE," 21,320 "," 20,810 "," 20,617 "
3082,VIC,BEV, 5 , 15 , 33 
3082,VIC,HFCEV, -   , -   , -   
3082,VIC,Hybrid/PHEV, 174 , 231 , 260 
3083,VIC,ICE," 21,698 "," 21,266 "," 21,427 "
3083,VIC,BEV, 16 , 30 , 69 
3083,VIC,HFCEV, -   , -   , -   
3083,VIC,Hybrid/PHEV, 226 , 256 , 339 
3084,VIC,ICE," 17,898 "," 17,684 "," 17,702 "
3084,VIC,BEV, 22 , 49 , 100 
3084,VIC,HFCEV, -   , -   , -   
3084,VIC,Hybrid/PHEV, 207 , 267 , 312 
3085,VIC,ICE," 8,880 "," 8,843 "," 8,862 "
3085,VIC,BEV, 7 , 18 , 43 
3085,VIC,HFCEV, -   , -   , -   
3085,VIC,Hybrid/PHEV, 77 , 93 , 116 
3087,VIC,ICE," 6,002 "," 5,946 "," 5,853 "
3087,VIC,BEV, 7 , 12 , 23 
3087,VIC,HFCEV, -   , -   , -   
3087,VIC,Hybrid/PHEV, 30 , 41 , 60 
3088,VIC,ICE," 19,463 "," 19,154 "," 19,115 "
3088,VIC,BEV, 23 , 39 , 60 
3088,VIC,HFCEV, -   , -   , -   
3088,VIC,Hybrid/PHEV, 127 , 172 , 218 
3089,VIC,ICE," 9,318 "," 9,405 "," 9,474 "
3089,VIC,BEV, 14 , 19 , 37 
3089,VIC,HFCEV, -   , -   , -   
3089,VIC,Hybrid/PHEV, 57 , 76 , 102 
3090,VIC,ICE," 2,129 "," 2,157 "," 2,195 "
3090,VIC,BEV, 3 , 3 , 6 
3090,VIC,HFCEV, -   , -   , -   
3090,VIC,Hybrid/PHEV, 15 , 19 , 21 
3091,VIC,ICE," 1,562 "," 1,542 "," 1,555 "
3091,VIC,BEV, 4 , 9 , 8 
3091,VIC,HFCEV, -   , -   , -   
3091,VIC,Hybrid/PHEV, 11 , 15 , 17 
3093,VIC,ICE," 3,005 "," 2,933 "," 2,949 "
3093,VIC,BEV, 9 , 12 , 20 
3093,VIC,HFCEV, -   , -   , -   
3093,VIC,Hybrid/PHEV, 26 , 35 , 47 
3094,VIC,ICE," 6,411 "," 6,340 "," 6,317 "
3094,VIC,BEV, 7 , 10 , 21 
3094,VIC,HFCEV, -   , -   , -   
3094,VIC,Hybrid/PHEV, 47 , 63 , 80 
3095,VIC,ICE," 21,613 "," 21,464 "," 21,423 "
3095,VIC,BEV, 33 , 59 , 117 
3095,VIC,HFCEV, -   , -   , -   
3095,VIC,Hybrid/PHEV, 184 , 230 , 294 
3096,VIC,ICE," 1,510 "," 1,480 "," 1,489 "
3096,VIC,BEV, 3 , -   , 6 
3096,VIC,HFCEV, -   , -   , -   
3096,VIC,Hybrid/PHEV, 11 , 12 , 14 
3097,VIC,ICE," 1,371 "," 1,356 "," 1,338 "
3097,VIC,BEV, 3 , 3 , 8 
3097,VIC,HFCEV, -   , -   , -   
3097,VIC,Hybrid/PHEV, 16 , 16 , 17 
3099,VIC,ICE," 4,219 "," 4,210 "," 4,192 "
3099,VIC,BEV, 3 , 8 , 19 
3099,VIC,HFCEV, -   , -   , -   
3099,VIC,Hybrid/PHEV, 23 , 28 , 32 
3101,VIC,ICE," 16,270 "," 15,696 "," 15,808 "
3101,VIC,BEV, 79 , 133 , 235 
3101,VIC,HFCEV, -   , -   , -   
3101,VIC,Hybrid/PHEV, 318 , 362 , 468 
3102,VIC,ICE," 4,517 "," 4,456 "," 4,587 "
3102,VIC,BEV, 11 , 25 , 46 
3102,VIC,HFCEV, -   , -   , -   
3102,VIC,Hybrid/PHEV, 62 , 66 , 90 
3103,VIC,ICE," 10,497 "," 10,314 "," 10,265 "
3103,VIC,BEV, 33 , 53 , 111 
3103,VIC,HFCEV, -   , -   , -   
3103,VIC,Hybrid/PHEV, 183 , 213 , 244 
3104,VIC,ICE," 13,785 "," 13,765 "," 13,743 "
3104,VIC,BEV, 36 , 62 , 156 
3104,VIC,HFCEV, -   , -   , -   
3104,VIC,Hybrid/PHEV, 245 , 275 , 308 
