,Postcode,Latitude,Longitude,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
4919,3792,-37.89424,145.405388,VIC,Hybrid/PHEV,6,6,8
4920,3793,-37.874533,145.429715,VIC,ICE,3125,3082,3067
4921,3793,-37.874533,145.429715,VIC,BEV,0,4,7
4922,3793,-37.874533,145.429715,VIC,HFCEV,0,0,0
4923,3793,-37.874533,145.429715,VIC,Hybrid/PHEV,10,10,19
4924,3795,-37.836663,145.430311,VIC,ICE,1444,1409,1437
4925,3795,-37.836663,145.430311,VIC,BEV,0,3,3
4926,3795,-37.836663,145.430311,VIC,HFCEV,0,0,0
4927,3795,-37.836663,145.430311,VIC,Hybrid/PHEV,8,12,15
4928,3796,-37.786977,145.384922,VIC,ICE,7572,7558,7534
4929,3796,-37.786977,145.384922,VIC,BEV,4,7,12
4930,3796,-37.786977,145.384922,VIC,HFCEV,0,0,0
4931,3796,-37.786977,145.384922,VIC,Hybrid/PHEV,22,43,55
4932,3797,-37.867809,145.786343,VIC,ICE,3257,3262,3355
4933,3797,-37.867809,145.786343,VIC,BEV,0,6,11
4934,3797,-37.867809,145.786343,VIC,HFCEV,0,0,0
4935,3797,-37.867809,145.786343,VIC,Hybrid/PHEV,13,20,30
4936,3799,-37.727566,145.818512,VIC,ICE,5159,5111,5102
4937,3799,-37.727566,145.818512,VIC,BEV,4,8,11
4938,3799,-37.727566,145.818512,VIC,HFCEV,0,0,0
4939,3799,-37.727566,145.818512,VIC,Hybrid/PHEV,24,31,36
4940,3802,-37.971763,145.255599,VIC,ICE,17107,16897,16914
4941,3802,-37.971763,145.255599,VIC,BEV,5,20,46
4942,3802,-37.971763,145.255599,VIC,HFCEV,0,0,0
4943,3802,-37.971763,145.255599,VIC,Hybrid/PHEV,172,215,251
4944,3803,-38.009435,145.265524,VIC,ICE,10675,10578,10517
4945,3803,-38.009435,145.265524,VIC,BEV,7,10,21
4946,3803,-38.009435,145.265524,VIC,HFCEV,0,0,0
4947,3803,-38.009435,145.265524,VIC,Hybrid/PHEV,112,131,177
4948,3804,-37.980059,145.325994,VIC,ICE,7380,7344,7333
4949,3804,-37.980059,145.325994,VIC,BEV,5,15,35
4950,3804,-37.980059,145.325994,VIC,HFCEV,0,0,0
4951,3804,-37.980059,145.325994,VIC,Hybrid/PHEV,54,71,82
4952,3805,-38.037026,145.304198,VIC,ICE,40024,40110,40447
4953,3805,-38.037026,145.304198,VIC,BEV,31,72,137
4954,3805,-38.037026,145.304198,VIC,HFCEV,0,0,0
4955,3805,-38.037026,145.304198,VIC,Hybrid/PHEV,424,560,700
4956,3806,-38.025018,145.349488,VIC,ICE,36138,36554,37104
4957,3806,-38.025018,145.349488,VIC,BEV,40,68,184
4958,3806,-38.025018,145.349488,VIC,HFCEV,0,0,0
4959,3806,-38.025018,145.349488,VIC,Hybrid/PHEV,368,473,630
4960,3807,-38.048316,145.371635,VIC,ICE,5754,5789,5888
4961,3807,-38.048316,145.371635,VIC,BEV,4,7,17
4962,3807,-38.048316,145.371635,VIC,HFCEV,0,0,0
4963,3807,-38.048316,145.371635,VIC,Hybrid/PHEV,42,58,72
4964,3808,-38.002518,145.42327,VIC,ICE,2685,2747,2769
4965,3808,-38.002518,145.42327,VIC,BEV,4,4,11
4966,3808,-38.002518,145.42327,VIC,HFCEV,0,0,0
4967,3808,-38.002518,145.42327,VIC,Hybrid/PHEV,12,15,19
4968,3809,-38.069094,145.406887,VIC,ICE,11357,12568,13845
4969,3809,-38.069094,145.406887,VIC,BEV,6,20,59
4970,3809,-38.069094,145.406887,VIC,HFCEV,0,0,0
4971,3809,-38.069094,145.406887,VIC,Hybrid/PHEV,118,195,295
4972,3810,-38.04658,145.472514,VIC,ICE,38140,38754,39909
4973,3810,-38.04658,145.472514,VIC,BEV,15,37,81
4974,3810,-38.04658,145.472514,VIC,HFCEV,0,0,0
4975,3810,-38.04658,145.472514,VIC,Hybrid/PHEV,328,476,681
4976,3812,-38.070135,145.565304,VIC,ICE,2332,2307,2326
4977,3812,-38.070135,145.565304,VIC,BEV,0,0,3
4978,3812,-38.070135,145.565304,VIC,HFCEV,0,0,0
4979,3812,-38.070135,145.565304,VIC,Hybrid/PHEV,4,5,6
4980,3813,-38.064252,145.634339,VIC,ICE,967,968,1026
4981,3813,-38.064252,145.634339,VIC,BEV,0,3,0
4982,3813,-38.064252,145.634339,VIC,HFCEV,0,0,0
4983,3813,-38.064252,145.634339,VIC,Hybrid/PHEV,3,3,7
4984,3814,-38.10718,145.669112,VIC,ICE,2186,2205,2295
4985,3814,-38.10718,145.669112,VIC,BEV,3,0,5
4986,3814,-38.10718,145.669112,VIC,HFCEV,0,0,0
4987,3814,-38.10718,145.669112,VIC,Hybrid/PHEV,6,7,7
4988,3815,-38.01378,145.726311,VIC,ICE,2963,3028,3116
4989,3815,-38.01378,145.726311,VIC,BEV,0,3,0
4990,3815,-38.01378,145.726311,VIC,HFCEV,0,0,0
4991,3815,-38.01378,145.726311,VIC,Hybrid/PHEV,4,7,13
4992,3816,-38.043542,145.787991,VIC,ICE,2647,2792,2854
4993,3816,-38.043542,145.787991,VIC,BEV,3,3,4
4994,3816,-38.043542,145.787991,VIC,HFCEV,0,0,0
4995,3816,-38.043542,145.787991,VIC,Hybrid/PHEV,6,8,13
4996,3818,-38.096289,145.867337,VIC,ICE,13703,14263,14667
4997,3818,-38.096289,145.867337,VIC,BEV,3,7,21
4998,3818,-38.096289,145.867337,VIC,HFCEV,0,0,0
4999,3818,-38.096289,145.867337,VIC,Hybrid/PHEV,56,80,108
5000,3820,-38.207476,145.922212,VIC,ICE,16262,17055,17448
5001,3820,-38.207476,145.922212,VIC,BEV,7,15,34
5002,3820,-38.207476,145.922212,VIC,HFCEV,0,0,0
5003,3820,-38.207476,145.922212,VIC,Hybrid/PHEV,99,153,209
5004,3821,-37.919937,145.945214,VIC,ICE,2936,2957,2981
5005,3821,-37.919937,145.945214,VIC,BEV,0,3,7
5006,3821,-37.919937,145.945214,VIC,HFCEV,0,0,0
5007,3821,-37.919937,145.945214,VIC,Hybrid/PHEV,13,18,23
5008,3822,-38.194379,145.989901,VIC,ICE,971,970,998
5009,3822,-38.194379,145.989901,VIC,BEV,3,3,3
5010,3822,-38.194379,145.989901,VIC,HFCEV,0,0,0
5011,3822,-38.194379,145.989901,VIC,Hybrid/PHEV,4,7,8
5012,3823,-38.210382,146.065656,VIC,ICE,1916,2009,2035
5013,3823,-38.210382,146.065656,VIC,BEV,3,5,7
5014,3823,-38.210382,146.065656,VIC,HFCEV,0,0,0
5015,3823,-38.210382,146.065656,VIC,Hybrid/PHEV,9,12,21
5016,3824,-38.245649,146.16397,VIC,ICE,4659,4805,4859
5017,3824,-38.245649,146.16397,VIC,BEV,3,3,5
5018,3824,-38.245649,146.16397,VIC,HFCEV,0,0,0
5019,3824,-38.245649,146.16397,VIC,Hybrid/PHEV,14,18,25
5020,3825,-37.978862,146.342932,VIC,ICE,17648,17954,18135
5021,3825,-37.978862,146.342932,VIC,BEV,0,7,15
5022,3825,-37.978862,146.342932,VIC,HFCEV,0,0,0
5023,3825,-37.978862,146.342932,VIC,Hybrid/PHEV,83,101,137
5024,3831,-37.993258,146.013136,VIC,ICE,1870,1965,2008
5025,3831,-37.993258,146.013136,VIC,BEV,0,4,3
5026,3831,-37.993258,146.013136,VIC,HFCEV,0,0,0
5027,3831,-37.993258,146.013136,VIC,Hybrid/PHEV,11,14,17
5028,3832,-37.919937,145.945214,VIC,ICE,213,238,253
5029,3832,-37.919937,145.945214,VIC,BEV,0,0,0
5030,3832,-37.919937,145.945214,VIC,HFCEV,0,0,0
5031,3832,-37.919937,145.945214,VIC,Hybrid/PHEV,3,0,3
5032,3833,-37.829347,146.077886,VIC,ICE,435,449,442
5033,3833,-37.829347,146.077886,VIC,BEV,0,3,3
5034,3833,-37.829347,146.077886,VIC,HFCEV,0,0,0
5035,3833,-37.829347,146.077886,VIC,Hybrid/PHEV,3,3,3
5036,3835,-38.290637,146.175271,VIC,ICE,552,562,545
5037,3835,-38.290637,146.175271,VIC,BEV,0,0,0
5038,3835,-38.290637,146.175271,VIC,HFCEV,0,0,0
5039,3835,-38.290637,146.175271,VIC,Hybrid/PHEV,0,4,4
5040,3840,-38.245215,146.424457,VIC,ICE,14876,14933,15079
5041,3840,-38.245215,146.424457,VIC,BEV,0,7,19
5042,3840,-38.245215,146.424457,VIC,HFCEV,0,0,0
5043,3840,-38.245215,146.424457,VIC,Hybrid/PHEV,70,95,136
5044,3842,-38.315452,146.414358,VIC,ICE,3747,3728,3783
5045,3842,-38.315452,146.414358,VIC,BEV,3,0,4
5046,3842,-38.315452,146.414358,VIC,HFCEV,0,0,0
5047,3842,-38.315452,146.414358,VIC,Hybrid/PHEV,18,18,26
5048,3844,-38.316869,146.607101,VIC,ICE,27222,27972,28398
5049,3844,-38.316869,146.607101,VIC,BEV,11,23,62
5050,3844,-38.316869,146.607101,VIC,HFCEV,0,0,0
5051,3844,-38.316869,146.607101,VIC,Hybrid/PHEV,177,243,331
5052,3847,-38.32561417,146.8251888,VIC,ICE,2139,2167,2192
5053,3847,-38.32561417,146.8251888,VIC,BEV,0,0,0
5054,3847,-38.32561417,146.8251888,VIC,HFCEV,0,0,0
5055,3847,-38.32561417,146.8251888,VIC,Hybrid/PHEV,5,11,15
5056,3850,-38.224191,147.106181,VIC,ICE,12472,12591,12622
5057,3850,-38.224191,147.106181,VIC,BEV,4,8,8
5058,3850,-38.224191,147.106181,VIC,HFCEV,0,0,0
5059,3850,-38.224191,147.106181,VIC,Hybrid/PHEV,86,126,159
5060,3851,-38.035548,147.084398,VIC,ICE,5448,5743,5894
5061,3851,-38.035548,147.084398,VIC,BEV,0,0,5
5062,3851,-38.035548,147.084398,VIC,HFCEV,0,0,0
5063,3851,-38.035548,147.084398,VIC,Hybrid/PHEV,20,34,43
5064,3852,-38.106731,147.134356,VIC,ICE,85,84,86
5065,3852,-38.106731,147.134356,VIC,BEV,0,3,0
5066,3852,-38.106731,147.134356,VIC,HFCEV,0,0,0
5067,3852,-38.106731,147.134356,VIC,Hybrid/PHEV,0,0,3
5068,3854,-38.12413,146.596877,VIC,ICE,1361,1363,1399
5069,3854,-38.12413,146.596877,VIC,BEV,0,0,3
5070,3854,-38.12413,146.596877,VIC,HFCEV,0,0,0
5071,3854,-38.12413,146.596877,VIC,Hybrid/PHEV,3,4,5
5072,3856,-38.063907,146.672206,VIC,ICE,991,1052,1057
5073,3856,-38.063907,146.672206,VIC,BEV,0,0,0
5074,3856,-38.063907,146.672206,VIC,HFCEV,0,0,0
5075,3856,-38.063907,146.672206,VIC,Hybrid/PHEV,3,3,3
5076,3857,-38.018616,146.694894,VIC,ICE,416,417,390
5077,3857,-38.018616,146.694894,VIC,BEV,0,0,0
5078,3857,-38.018616,146.694894,VIC,HFCEV,0,0,0
5079,3857,-38.018616,146.694894,VIC,Hybrid/PHEV,3,0,0
5080,3858,-37.82195914,146.5677589,VIC,ICE,3002,3176,3266
5081,3858,-37.82195914,146.5677589,VIC,BEV,0,0,0
5082,3858,-37.82195914,146.5677589,VIC,HFCEV,0,0,0
5083,3858,-37.82195914,146.5677589,VIC,Hybrid/PHEV,7,11,22
5084,3859,-37.886136,146.848259,VIC,ICE,902,905,957
5085,3859,-37.886136,146.848259,VIC,BEV,0,0,0
5086,3859,-37.886136,146.848259,VIC,HFCEV,0,0,0
5087,3859,-37.886136,146.848259,VIC,Hybrid/PHEV,3,3,6
5088,3860,-37.68351367,146.8512398,VIC,ICE,7121,7228,7278
5089,3860,-37.68351367,146.8512398,VIC,BEV,0,3,3
5090,3860,-37.68351367,146.8512398,VIC,HFCEV,0,0,0
5091,3860,-37.68351367,146.8512398,VIC,Hybrid/PHEV,26,44,56
5092,3862,-37.25564455,147.0451171,VIC,ICE,3221,3414,3528
5093,3862,-37.25564455,147.0451171,VIC,BEV,3,0,0
5094,3862,-37.25564455,147.0451171,VIC,HFCEV,0,0,0
5095,3862,-37.25564455,147.0451171,VIC,Hybrid/PHEV,12,22,29
5096,3864,-37.860878,147.341513,VIC,ICE,242,240,253
5097,3864,-37.860878,147.341513,VIC,BEV,0,0,0
5098,3864,-37.860878,147.341513,VIC,HFCEV,0,0,0
5099,3864,-37.860878,147.341513,VIC,Hybrid/PHEV,0,3,3
5100,3865,-37.796743,147.455946,VIC,ICE,572,565,571
5101,3865,-37.796743,147.455946,VIC,BEV,0,0,0
5102,3865,-37.796743,147.455946,VIC,HFCEV,0,0,0
5103,3865,-37.796743,147.455946,VIC,Hybrid/PHEV,3,3,3
5104,3869,-38.364689,146.359836,VIC,ICE,1684,1734,1790
5105,3869,-38.364689,146.359836,VIC,BEV,0,3,6
5106,3869,-38.364689,146.359836,VIC,HFCEV,0,0,0
5107,3869,-38.364689,146.359836,VIC,Hybrid/PHEV,9,14,16
5108,3870,-38.437946,146.319351,VIC,ICE,1359,1361,1367
5109,3870,-38.437946,146.319351,VIC,BEV,0,0,0
5110,3870,-38.437946,146.319351,VIC,HFCEV,0,0,0
5111,3870,-38.437946,146.319351,VIC,Hybrid/PHEV,3,5,5
5112,3871,-38.42207,146.158866,VIC,ICE,2767,2777,2785
5113,3871,-38.42207,146.158866,VIC,BEV,3,3,5
5114,3871,-38.42207,146.158866,VIC,HFCEV,0,0,0
5115,3871,-38.42207,146.158866,VIC,Hybrid/PHEV,5,9,16
5116,3873,-38.298267,146.708775,VIC,ICE,335,351,351
5117,3873,-38.298267,146.708775,VIC,BEV,3,3,0
5118,3873,-38.298267,146.708775,VIC,HFCEV,0,0,0
5119,3873,-38.298267,146.708775,VIC,Hybrid/PHEV,0,0,0
5120,3874,-38.514438,146.836248,VIC,ICE,701,691,709
5121,3874,-38.514438,146.836248,VIC,BEV,0,0,0
5122,3874,-38.514438,146.836248,VIC,HFCEV,0,0,0
5123,3874,-38.514438,146.836248,VIC,Hybrid/PHEV,6,6,10
5124,3875,-37.826032,147.63201,VIC,ICE,18110,18659,18791
5125,3875,-37.826032,147.63201,VIC,BEV,7,12,28
5126,3875,-37.826032,147.63201,VIC,HFCEV,0,0,0
5127,3875,-37.826032,147.63201,VIC,Hybrid/PHEV,87,135,176
5128,3878,-37.898544,147.680121,VIC,ICE,1173,1230,1227
5129,3878,-37.898544,147.680121,VIC,BEV,0,3,3
5130,3878,-37.898544,147.680121,VIC,HFCEV,0,0,0
5131,3878,-37.898544,147.680121,VIC,Hybrid/PHEV,8,11,13
5132,3880,-37.914728,147.727389,VIC,ICE,3943,4103,4122
5133,3880,-37.914728,147.727389,VIC,BEV,4,4,7
5134,3880,-37.914728,147.727389,VIC,HFCEV,0,0,0
5135,3880,-37.914728,147.727389,VIC,Hybrid/PHEV,21,27,43
5136,3882,-37.812017,147.764385,VIC,ICE,1224,1277,1354
5137,3882,-37.812017,147.764385,VIC,BEV,0,0,0
5138,3882,-37.812017,147.764385,VIC,HFCEV,0,0,0
5139,3882,-37.812017,147.764385,VIC,Hybrid/PHEV,3,5,6
5140,3885,-37.291807,148.118511,VIC,ICE,2002,1987,2019
5141,3885,-37.291807,148.118511,VIC,BEV,0,3,0
5142,3885,-37.291807,148.118511,VIC,HFCEV,0,0,0
5143,3885,-37.291807,148.118511,VIC,Hybrid/PHEV,4,5,6
5144,3886,-37.770977,148.426851,VIC,ICE,434,420,410
5145,3886,-37.770977,148.426851,VIC,BEV,0,0,3
5146,3886,-37.770977,148.426851,VIC,HFCEV,0,0,0
5147,3886,-37.770977,148.426851,VIC,Hybrid/PHEV,3,5,5
5148,3887,-37.757895,148.116641,VIC,ICE,378,379,370
5149,3887,-37.757895,148.116641,VIC,BEV,0,0,0
5150,3887,-37.757895,148.116641,VIC,HFCEV,0,0,0
5151,3887,-37.757895,148.116641,VIC,Hybrid/PHEV,0,3,3
5152,3888,-37.39051,148.660943,VIC,ICE,3417,3459,3543
5153,3888,-37.39051,148.660943,VIC,BEV,0,0,0
5154,3888,-37.39051,148.660943,VIC,HFCEV,0,0,0
5155,3888,-37.39051,148.660943,VIC,Hybrid/PHEV,7,15,16
5156,3889,-37.610841,148.873952,VIC,ICE,231,238,232
5157,3889,-37.610841,148.873952,VIC,BEV,0,0,0
5158,3889,-37.610841,148.873952,VIC,HFCEV,0,0,0
5159,3889,-37.610841,148.873952,VIC,Hybrid/PHEV,0,0,0
5160,3890,-37.566489,149.217216,VIC,ICE,369,375,388
5161,3890,-37.566489,149.217216,VIC,BEV,0,0,0
5162,3890,-37.566489,149.217216,VIC,HFCEV,0,0,0
5163,3890,-37.566489,149.217216,VIC,Hybrid/PHEV,3,3,3
5164,3891,-37.567684,149.538907,VIC,ICE,181,181,176
5165,3891,-37.567684,149.538907,VIC,BEV,0,0,0
5166,3891,-37.567684,149.538907,VIC,HFCEV,0,0,0
5167,3891,-37.567684,149.538907,VIC,Hybrid/PHEV,0,0,0
5168,3892,-37.563775,149.909868,VIC,ICE,1163,1186,1172
5169,3892,-37.563775,149.909868,VIC,BEV,0,0,0
5170,3892,-37.563775,149.909868,VIC,HFCEV,0,0,0
5171,3892,-37.563775,149.909868,VIC,Hybrid/PHEV,3,0,5
5172,3893,-37.495349,147.866067,VIC,ICE,24,29,38
5173,3893,-37.495349,147.866067,VIC,BEV,0,0,0
5174,3893,-37.495349,147.866067,VIC,HFCEV,0,0,0
5175,3893,-37.495349,147.866067,VIC,Hybrid/PHEV,0,0,0
5176,3895,-37.40606605,147.916566,VIC,ICE,224,218,222
5177,3895,-37.40606605,147.916566,VIC,BEV,0,0,0
5178,3895,-37.40606605,147.916566,VIC,HFCEV,0,0,0
5179,3895,-37.40606605,147.916566,VIC,Hybrid/PHEV,0,0,0
5180,3896,-37.264671,147.707962,VIC,ICE,467,481,471
5181,3896,-37.264671,147.707962,VIC,BEV,0,0,0
5182,3896,-37.264671,147.707962,VIC,HFCEV,0,0,0
5183,3896,-37.264671,147.707962,VIC,Hybrid/PHEV,0,0,3
5184,3898,-37.066169,147.464799,VIC,ICE,781,820,778
5185,3898,-37.066169,147.464799,VIC,BEV,0,0,0
5186,3898,-37.066169,147.464799,VIC,HFCEV,0,0,0
5187,3898,-37.066169,147.464799,VIC,Hybrid/PHEV,0,0,0
5188,3900,-36.88053,147.826143,VIC,ICE,250,263,267
5189,3900,-36.88053,147.826143,VIC,BEV,0,0,0
5190,3900,-36.88053,147.826143,VIC,HFCEV,0,0,0
5191,3900,-36.88053,147.826143,VIC,Hybrid/PHEV,3,0,3
5192,3902,-37.797042,147.814894,VIC,ICE,430,450,458
5193,3902,-37.797042,147.814894,VIC,BEV,0,0,0
5194,3902,-37.797042,147.814894,VIC,HFCEV,0,0,0
5195,3902,-37.797042,147.814894,VIC,Hybrid/PHEV,0,3,3
5196,3903,-37.811303,147.867533,VIC,ICE,819,867,889
5197,3903,-37.811303,147.867533,VIC,BEV,0,0,0
5198,3903,-37.811303,147.867533,VIC,HFCEV,0,0,0
5199,3903,-37.811303,147.867533,VIC,Hybrid/PHEV,0,3,5
5200,3904,-37.881041,147.839367,VIC,ICE,1745,1859,1916
5201,3904,-37.881041,147.839367,VIC,BEV,0,3,3
5202,3904,-37.881041,147.839367,VIC,HFCEV,0,0,0
5203,3904,-37.881041,147.839367,VIC,Hybrid/PHEV,11,14,16
5204,3909,-37.821921,147.970237,VIC,ICE,7348,7544,7567
5205,3909,-37.821921,147.970237,VIC,BEV,0,3,6
5206,3909,-37.821921,147.970237,VIC,HFCEV,0,0,0
5207,3909,-37.821921,147.970237,VIC,Hybrid/PHEV,34,48,61
5208,3910,-38.156369,145.198328,VIC,ICE,17586,17631,17607
5209,3910,-38.156369,145.198328,VIC,BEV,7,16,35
5210,3910,-38.156369,145.198328,VIC,HFCEV,0,0,0
5211,3910,-38.156369,145.198328,VIC,Hybrid/PHEV,86,130,164
5212,3911,-38.196908,145.169556,VIC,ICE,3146,3205,3108
5213,3911,-38.196908,145.169556,VIC,BEV,3,4,10
5214,3911,-38.196908,145.169556,VIC,HFCEV,0,0,0
5215,3911,-38.196908,145.169556,VIC,Hybrid/PHEV,3,5,12
5216,3912,-38.217991,145.227373,VIC,ICE,13028,13071,13162
5217,3912,-38.217991,145.227373,VIC,BEV,4,11,20
5218,3912,-38.217991,145.227373,VIC,HFCEV,0,0,0
5219,3912,-38.217991,145.227373,VIC,Hybrid/PHEV,56,75,115
5220,3913,-38.262273,145.166426,VIC,ICE,3191,3159,3156
5221,3913,-38.262273,145.166426,VIC,BEV,0,3,4
5222,3913,-38.262273,145.166426,VIC,HFCEV,0,0,0
5223,3913,-38.262273,145.166426,VIC,Hybrid/PHEV,14,16,27
5224,3915,-38.305806,145.136622,VIC,ICE,8087,8173,8220
5225,3915,-38.305806,145.136622,VIC,BEV,4,4,12
5226,3915,-38.305806,145.136622,VIC,HFCEV,0,0,0
5227,3915,-38.305806,145.136622,VIC,Hybrid/PHEV,26,42,61
5228,3916,-38.415199,145.050587,VIC,ICE,1050,1103,1084
5229,3916,-38.415199,145.050587,VIC,BEV,6,12,19
5230,3916,-38.415199,145.050587,VIC,HFCEV,0,0,0
5231,3916,-38.415199,145.050587,VIC,Hybrid/PHEV,9,15,17
5232,3918,-38.339871,145.155546,VIC,ICE,3592,3635,3618
5233,3918,-38.339871,145.155546,VIC,BEV,0,4,8
5234,3918,-38.339871,145.155546,VIC,HFCEV,0,0,0
5235,3918,-38.339871,145.155546,VIC,Hybrid/PHEV,18,25,40
5236,3919,-38.352327,145.199777,VIC,ICE,2567,2522,2592
5237,3919,-38.352327,145.199777,VIC,BEV,3,3,4
5238,3919,-38.352327,145.199777,VIC,HFCEV,0,0,0
5239,3919,-38.352327,145.199777,VIC,Hybrid/PHEV,8,16,24
5240,3920,-38.38752,145.19304,VIC,ICE,500,522,494
5241,3920,-38.38752,145.19304,VIC,BEV,0,0,0
5242,3920,-38.38752,145.19304,VIC,HFCEV,0,0,0
5243,3920,-38.38752,145.19304,VIC,Hybrid/PHEV,0,0,0
5244,3921,-38.419488,145.367079,VIC,ICE,165,177,175
5245,3921,-38.419488,145.367079,VIC,BEV,0,0,0
5246,3921,-38.419488,145.367079,VIC,HFCEV,0,0,0
5247,3921,-38.419488,145.367079,VIC,Hybrid/PHEV,0,0,0
5248,3922,-38.482182,145.231974,VIC,ICE,8665,9580,9574
5249,3922,-38.482182,145.231974,VIC,BEV,3,13,30
5250,3922,-38.482182,145.231974,VIC,HFCEV,0,0,0
5251,3922,-38.482182,145.231974,VIC,Hybrid/PHEV,84,108,127
5252,3923,-38.465552,145.293632,VIC,ICE,744,849,816
5253,3923,-38.465552,145.293632,VIC,BEV,0,3,3
5254,3923,-38.465552,145.293632,VIC,HFCEV,0,0,0
5255,3923,-38.465552,145.293632,VIC,Hybrid/PHEV,4,8,12
5256,3925,-38.528213,145.379683,VIC,ICE,3727,4041,4093
5257,3925,-38.528213,145.379683,VIC,BEV,3,4,11
5258,3925,-38.528213,145.379683,VIC,HFCEV,0,0,0
5259,3925,-38.528213,145.379683,VIC,Hybrid/PHEV,27,42,60
5260,3926,-38.355231,145.094502,VIC,ICE,2977,3045,3014
5261,3926,-38.355231,145.094502,VIC,BEV,5,11,19
5262,3926,-38.355231,145.094502,VIC,HFCEV,0,0,0
5263,3926,-38.355231,145.094502,VIC,Hybrid/PHEV,29,37,51
5264,3927,-38.383368,145.153269,VIC,ICE,1509,1551,1514
5265,3927,-38.383368,145.153269,VIC,BEV,7,10,15
5266,3927,-38.383368,145.153269,VIC,HFCEV,0,0,0
5267,3927,-38.383368,145.153269,VIC,Hybrid/PHEV,14,20,27
5268,3928,-38.407828,144.975131,VIC,ICE,540,562,524
5269,3928,-38.407828,144.975131,VIC,BEV,3,5,9
5270,3928,-38.407828,144.975131,VIC,HFCEV,0,0,0
5271,3928,-38.407828,144.975131,VIC,Hybrid/PHEV,5,4,5
5272,3929,-38.460965,144.976673,VIC,ICE,1079,1197,1181
5273,3929,-38.460965,144.976673,VIC,BEV,4,14,24
5274,3929,-38.460965,144.976673,VIC,HFCEV,0,0,0
5275,3929,-38.460965,144.976673,VIC,Hybrid/PHEV,15,16,16
5276,3930,-38.195017,145.093743,VIC,ICE,14282,14169,14074
5277,3930,-38.195017,145.093743,VIC,BEV,29,53,110
5278,3930,-38.195017,145.093743,VIC,HFCEV,0,0,0
5279,3930,-38.195017,145.093743,VIC,Hybrid/PHEV,101,161,193
5280,3931,-38.230038,145.049503,VIC,ICE,21172,21096,21084
5281,3931,-38.230038,145.049503,VIC,BEV,22,53,94
5282,3931,-38.230038,145.049503,VIC,HFCEV,0,0,0
5283,3931,-38.230038,145.049503,VIC,Hybrid/PHEV,145,200,249
5284,3933,-38.261168,145.096992,VIC,ICE,1143,1132,1117
5285,3933,-38.261168,145.096992,VIC,BEV,3,3,4
5286,3933,-38.261168,145.096992,VIC,HFCEV,0,0,0
5287,3933,-38.261168,145.096992,VIC,Hybrid/PHEV,5,6,7
5288,3934,-38.2783,145.031598,VIC,ICE,14558,14688,14724
5289,3934,-38.2783,145.031598,VIC,BEV,17,45,97
5290,3934,-38.2783,145.031598,VIC,HFCEV,0,0,0
5291,3934,-38.2783,145.031598,VIC,Hybrid/PHEV,106,139,188
5292,3936,-38.326447,145.007626,VIC,ICE,11019,11367,11295
5293,3936,-38.326447,145.007626,VIC,BEV,12,28,57
5294,3936,-38.326447,145.007626,VIC,HFCEV,0,0,0
5295,3936,-38.326447,145.007626,VIC,Hybrid/PHEV,85,99,122
5296,3937,-38.373694,145.01994,VIC,ICE,1541,1589,1520
5297,3937,-38.373694,145.01994,VIC,BEV,4,10,23
5298,3937,-38.373694,145.01994,VIC,HFCEV,0,0,0
5299,3937,-38.373694,145.01994,VIC,Hybrid/PHEV,17,21,21
5300,3938,-38.354321,144.931834,VIC,ICE,2988,3019,2997
5301,3938,-38.354321,144.931834,VIC,BEV,3,9,15
5302,3938,-38.354321,144.931834,VIC,HFCEV,0,0,0
5303,3938,-38.354321,144.931834,VIC,Hybrid/PHEV,25,28,38
5304,3939,-38.42776,144.900413,VIC,ICE,12958,13145,13017
5305,3939,-38.42776,144.900413,VIC,BEV,7,22,41
5306,3939,-38.42776,144.900413,VIC,HFCEV,0,0,0
5307,3939,-38.42776,144.900413,VIC,Hybrid/PHEV,87,120,161
5308,3940,-38.383367,144.873115,VIC,ICE,3766,3775,3765
5309,3940,-38.383367,144.873115,VIC,BEV,3,3,4
5310,3940,-38.383367,144.873115,VIC,HFCEV,0,0,0
5311,3940,-38.383367,144.873115,VIC,Hybrid/PHEV,19,26,28
5312,3941,-38.396077,144.827203,VIC,ICE,11686,12040,11717
5313,3941,-38.396077,144.827203,VIC,BEV,8,21,40
5314,3941,-38.396077,144.827203,VIC,HFCEV,0,0,0
5315,3941,-38.396077,144.827203,VIC,Hybrid/PHEV,56,76,103
5316,3942,-38.367874,144.768301,VIC,ICE,2672,2833,2767
5317,3942,-38.367874,144.768301,VIC,BEV,0,10,25
5318,3942,-38.367874,144.768301,VIC,HFCEV,0,0,0
5319,3942,-38.367874,144.768301,VIC,Hybrid/PHEV,21,28,39
5320,3943,-38.345527,144.739101,VIC,ICE,2042,2219,2165
5321,3943,-38.345527,144.739101,VIC,BEV,10,18,25
5322,3943,-38.345527,144.739101,VIC,HFCEV,0,0,0
5323,3943,-38.345527,144.739101,VIC,Hybrid/PHEV,18,23,36
5324,3944,-38.321871,144.692708,VIC,ICE,1037,1195,1143
5325,3944,-38.321871,144.692708,VIC,BEV,5,10,17
5326,3944,-38.321871,144.692708,VIC,HFCEV,0,0,0
5327,3944,-38.321871,144.692708,VIC,Hybrid/PHEV,4,9,12
5328,3945,-38.381582,145.697053,VIC,ICE,1014,1036,1033
5329,3945,-38.381582,145.697053,VIC,BEV,3,0,4
